7629	384
11818	359
21723	334
19140	332
24378	315
26395	297
25147	295
27719	293
20515	291
5016	287
27751	285
14472	280
25951	280
2521	277
13435	268
5284	262
4561	260
26554	260
24259	257
7848	251
24474	249
18521	249
7320	240
12105	236
1431	236
3059	228
2025	228
19796	226
1676	225
1455	224
21536	224
22005	224
21437	223
18203	223
18468	220
6078	219
4161	218
13920	214
11203	213
1808	211
414	210
3011	209
20547	209
15995	208
24866	208
18777	208
26436	206
25529	206
3267	204
23514	204
15890	203
11070	203
22690	202
20694	201
16904	199
6996	199
19625	197
12629	196
14417	195
8241	194
15708	193
1745	190
15722	190
26897	189
20277	188
5723	188
14070	187
132	186
8800	186
11475	185
2029	184
6474	184
9755	182
377	180
23415	178
15915	177
6113	177
21333	177
18939	176
23953	175
2296	174
24607	173
7652	172
20511	172
22423	171
17902	171
22902	171
11084	171
13948	171
7872	170
6105	170
25830	170
20996	170
21815	170
4929	169
7760	169
4172	169
27951	169
986	169
12289	168
4250	168
21492	167
2208	167
24022	167
25521	166
12826	166
10068	166
11249	166
24338	166
8150	166
15685	165
10298	165
26725	164
8151	163
12661	163
23752	163
18970	163
14572	163
3899	163
23777	162
11934	162
1436	162
2555	162
18114	161
3600	161
2105	161
8514	161
23181	161
27113	161
4808	160
9239	159
6692	159
20689	159
21610	159
26397	158
25025	157
5567	157
250	157
18857	156
1200	156
21420	156
27659	155
18680	155
3483	155
5019	155
25839	155
24374	155
10201	155
7680	154
14027	154
21378	153
5749	153
8651	153
13427	152
5064	151
18148	150
17544	150
6142	149
11434	149
6080	149
14040	149
23356	149
13224	148
14293	148
10532	148
13561	148
19274	147
16790	147
279	147
11784	147
24049	147
15527	147
19320	146
13454	146
18015	146
8559	146
10784	145
26726	145
23946	145
9394	145
17962	145
16736	145
442	145
11929	145
850	145
19725	144
22189	144
22898	144
3111	144
5066	143
11371	143
8256	142
20477	142
16381	142
27484	142
11554	142
26229	141
3648	141
6889	140
19697	140
25416	140
24206	140
8545	140
9278	139
7557	139
27631	139
392	139
7269	139
9847	139
23342	138
23769	138
18896	137
8320	137
16180	137
298	137
19940	137
23742	136
13407	136
10222	136
12452	136
26561	136
17315	136
21242	136
8597	135
7093	135
16721	135
5834	135
7647	135
14614	135
21339	135
16858	135
4953	135
19668	134
16547	134
22091	134
2760	134
21923	134
10995	134
20606	134
20233	134
19798	134
3484	133
23644	133
1784	133
3965	133
21887	132
3844	132
12396	132
25804	131
10613	131
22958	131
12924	131
23144	131
27096	131
14349	131
2467	130
23194	130
7239	130
9526	130
21639	130
12370	130
16282	130
18432	129
1378	129
11480	129
25067	129
11821	129
13522	129
18626	128
13188	128
12305	128
24380	128
18499	128
6912	128
25220	127
13788	127
5421	127
10961	127
7352	127
16153	126
5530	126
10808	126
17645	126
1533	126
21507	126
8906	126
2641	126
8954	125
6077	125
16570	125
18008	125
17322	125
17980	125
10065	125
4825	125
10561	124
15750	124
1509	124
22031	124
20811	124
22068	124
17309	124
15287	124
5976	124
4840	124
13931	124
23361	123
3709	123
5630	123
26156	123
18238	123
4428	123
24162	123
3413	123
5690	123
14864	123
19412	123
11780	123
21191	122
10921	122
2842	122
24184	122
20173	122
5169	122
24033	122
11992	122
12367	122
25814	121
18921	121
16763	121
6657	121
24697	121
4075	121
20495	120
26180	120
8835	120
5738	120
27282	119
8702	119
27569	119
1512	119
1452	119
7878	119
24676	119
9565	119
14398	118
2233	118
25874	118
27278	118
4447	118
21678	118
2090	118
7534	118
18494	118
17248	118
16176	118
25753	118
20449	117
4185	117
19648	117
24542	117
5994	117
15693	117
6954	116
6467	116
2458	116
8618	116
18101	116
13833	116
18223	116
2425	116
332	116
18793	116
22371	116
8957	116
25879	116
2315	115
10088	115
25873	115
19932	115
1028	115
16851	115
23711	115
1062	115
25175	115
9722	115
19893	115
4951	115
3729	114
8546	114
4416	114
6468	114
10571	114
6973	114
13041	114
10718	114
4274	114
394	114
11662	114
19720	114
6859	113
6817	113
25765	113
10077	113
21259	113
958	113
14935	113
22538	113
22090	113
10091	113
17166	113
6048	112
12104	112
2445	112
18036	112
20932	112
468	112
11483	112
17540	112
8578	112
4283	112
11584	111
14229	111
3847	111
27175	111
15740	111
1931	111
20236	111
5413	111
6103	111
3079	111
2761	111
8523	111
26171	111
18065	111
11674	111
2606	111
3498	111
24567	110
14733	110
25520	110
14699	110
14740	110
18451	110
2684	110
5239	110
22394	110
13004	110
18614	110
12081	110
8111	110
9299	109
4334	109
10982	109
27842	109
3544	109
24834	109
17150	109
27692	109
20733	109
7035	109
7331	109
2768	109
17415	109
9685	108
18423	108
14352	108
8903	108
20542	108
24692	108
1381	108
27481	108
27702	108
1899	107
16996	107
4493	107
23296	107
26269	107
19660	107
11002	107
3487	107
27994	107
26525	107
9547	107
21187	107
1781	107
3645	107
1402	106
5900	106
23790	106
11961	106
19175	106
8506	106
14485	106
5515	106
8924	106
18977	106
25215	106
15314	106
21619	106
25172	106
512	106
22982	106
25936	105
13823	105
13884	105
5073	105
4018	105
10586	105
25015	105
12474	105
18492	105
18671	105
12090	105
2837	105
11092	105
19105	105
19126	104
11122	104
1638	104
12197	104
6821	104
9355	104
25806	104
14434	104
14639	104
17221	104
22710	104
11251	104
3328	104
27438	104
12657	104
27476	104
4686	104
1368	104
13001	103
662	103
12638	103
7787	103
25445	103
24548	103
20666	103
24008	103
26208	103
5797	103
25049	103
10716	103
9501	103
365	102
1891	102
25962	102
12390	102
6049	102
4399	102
6456	102
14953	102
6466	102
19923	102
182	102
13193	102
25966	102
27627	102
1147	102
24605	102
16227	102
3446	101
16911	101
6415	101
9729	101
27443	101
16162	101
5497	101
17632	101
27493	100
26661	100
15381	100
13206	100
6666	100
7187	100
550	100
18159	100
25213	100
17735	100
836	100
27834	100
17351	100
2427	99
7365	99
20290	99
10682	99
12886	99
23556	99
22546	99
3579	99
14799	99
21512	99
6445	99
9257	99
1333	99
27584	98
25542	98
9874	98
23404	98
11631	98
23182	98
134	98
21994	98
3996	98
17262	98
4492	98
22927	98
15725	98
16406	98
14647	98
3052	97
21701	97
23113	97
2645	97
14199	97
10042	97
14216	97
2052	97
16834	97
5054	97
4294	97
3396	97
27127	97
24594	97
14970	97
6483	97
27242	97
18282	97
18569	97
13539	97
21236	97
11466	97
4126	97
15042	97
22097	97
8065	97
13752	97
14159	97
2973	96
23287	96
5866	96
1285	96
20952	96
12471	96
5765	96
3276	96
12926	96
21266	96
19555	96
21585	96
18597	96
22822	96
24733	96
27329	96
7042	96
26570	96
20594	96
8172	96
15290	96
1359	96
22066	96
7780	96
15005	96
5344	95
13035	95
27325	95
18582	95
10121	95
5636	95
8371	95
21654	95
16440	95
22654	94
6331	94
2856	94
13818	94
2653	94
22800	94
6120	94
20773	94
21785	94
24188	94
5330	94
19416	94
18329	94
26523	93
4331	93
5410	93
15395	93
23888	93
8616	93
9208	93
14425	93
27993	93
25228	93
2820	93
12783	93
13761	93
26500	93
4969	93
9981	93
18146	93
3107	93
21217	93
18640	93
23185	93
11162	92
24410	92
15281	92
5543	92
11806	92
27858	92
6966	92
15092	92
21036	92
11759	92
27385	92
20630	92
15564	92
21763	92
9373	92
13740	92
7281	91
20964	91
5207	91
17883	91
7517	91
6478	91
25118	91
4029	91
6802	91
12022	91
22910	91
20645	91
24415	91
2412	91
24329	90
2426	90
26339	90
9867	90
22433	90
768	90
7681	90
24029	90
9831	90
5570	90
24386	90
26497	90
22274	90
16958	90
13808	90
3285	90
5059	90
22514	90
26076	90
10620	90
7275	90
17394	90
3504	90
21735	90
27836	90
16053	90
7842	90
24388	89
8824	89
10547	89
9000	89
3344	89
27197	89
15596	89
19575	89
9703	89
210	89
324	89
12764	89
4085	89
21824	89
7597	89
13688	89
24475	89
13617	89
15762	89
18754	89
27883	89
27795	89
5416	89
8776	89
16129	89
8914	88
10911	88
1163	88
2035	88
11169	88
14987	88
27582	88
15714	88
7197	88
24090	88
2964	88
10338	88
10016	88
2839	88
12047	88
3084	88
20587	88
26158	88
11237	88
12517	88
7142	88
19296	88
26234	87
27501	87
4133	87
13928	87
9763	87
18295	87
3103	87
1516	87
9820	87
4453	87
25549	87
11928	87
14823	87
2488	87
2850	87
20837	87
11116	87
12952	87
12616	87
26227	87
11730	87
966	87
20013	87
7642	87
9645	87
15312	86
26112	86
1240	86
21955	86
4144	86
24456	86
7773	86
1871	86
1693	86
21574	86
6874	86
18762	86
16047	86
5842	86
9587	86
8018	86
9318	86
1227	86
22290	86
11420	86
6674	85
4716	85
10221	85
7490	85
5785	85
26646	85
25796	85
15964	85
13940	85
2329	85
16795	85
8996	85
13265	85
22141	85
10578	85
10013	85
15651	85
21021	85
17670	85
24817	85
26789	85
3658	85
6480	85
16264	85
26909	85
418	85
9426	84
25376	84
21479	84
12577	84
11770	84
17011	84
20780	84
12263	84
14913	84
21081	84
18720	84
5651	84
14741	84
10164	84
11721	84
24700	84
21255	84
21656	84
9363	83
25959	83
19892	83
16926	83
10953	83
13141	83
13587	83
1551	83
4593	83
3699	83
9494	83
24564	83
11171	83
4129	83
4195	83
9870	83
19405	83
11570	83
18873	83
24628	83
13746	83
23333	83
7299	83
20183	83
24917	82
20007	82
13217	82
4163	82
19489	82
26237	82
1093	82
6140	82
2617	82
13209	82
16658	82
1581	82
25417	82
7173	82
23633	82
7811	82
11669	82
13321	82
13110	82
7448	82
7713	82
24417	82
27906	81
2592	81
8705	81
5334	81
20731	81
14824	81
12028	81
27299	81
10598	81
7282	81
5988	81
5045	81
14524	81
19967	81
10311	81
19365	81
3453	81
22115	81
15263	81
22926	81
20965	81
6600	81
12933	81
17957	81
5200	81
436	81
2564	81
6592	80
26890	80
21586	80
14673	80
21219	80
19779	80
9458	80
878	80
26773	80
10694	80
5133	80
16799	80
4023	80
11826	80
1816	80
22489	80
12836	80
23425	80
4894	80
21821	80
18313	80
19299	80
15988	80
12636	80
19106	80
13723	80
2216	80
8213	80
23004	80
4643	79
17609	79
7180	79
7165	79
25809	79
6292	79
21342	79
14974	79
23987	79
24273	79
3773	79
13227	79
